EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2009,Cayden,Maynard,17-Nov-21,,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1/10/1997,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3
3948,Randall,Pearson,3-Feb-23,29-May-23,Data Analyst,Peggy Mccoy,randall.pearson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Discuss budget Mrs line whom television.,IT/IS,Aerial,29-10-1943,MA,Foreman,Male,2747,Hispanic,Married,Fully Meets,3
2121,Jenna,Cochran,20-Aug-20,,Production Technician II,Angel Rhodes,jenna.cochran@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,11/9/1998,MA,Splicer,Female,12265,Asian,Married,Exceeds,5
3090,Morgan,Roth,8-Mar-23,,Production Technician I,Brittany Rios,morgan.roth@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-02-1957,MA,Foreman,Male,54485,Black,Married,Fully Meets,5
3175,Raphael,Whitney,23-Jul-23,1-Aug-23,Production Technician I,Richard Cox,raphael.whitney@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Foreign friend policy green.,Production       ,Fielders,11/7/1947,MA,Engineer,Female,97410,Asian,Single,Fully Meets,1
2348,Payten,Harvey,25-Jun-22,,Network Engineer,Timothy Waters,payten.harvey@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-02-1976,MA,Technician,Male,85605,Asian,Single,Fully Meets,1
3529,Callum,Mcdaniel,3-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2
1122,Sierra,Macias,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Food ball huge out simply according.,Production       ,General - Con,13-11-1975,MA,Technician,Female,35632,White,Married,Fully Meets,3
2759,Rick,Stoica,26-Aug-18,,Production Technician I,Mrs. Megan Booker,rick.stoica@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,4/5/1989,MA,Lineman,Male,2301,White,Divorced,Fully Meets,2
3151,Khalil,Guzman,26-Feb-22,,Production Technician I,Melissa Wheeler DDS,khalil.guzman@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,15-11-1965,MA,Engineer,Female,81158,White,Widowed,Exceeds,4
2699,Cannon,Gray,5-Aug-23,,Area Sales Manager,Stephen Burns,cannon.gray@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unk,,Sales,Engineers,24-08-1985,WA,Engineer,Female,8797,Other,Married,Fully Meets,5
2909,Nancy,Barrett,28-Mar-19,,Production Technician II,Michael Kim,nancy.barrett@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,2/10/1941,MA,Laborer,Female,45022,Hispanic,Single,Needs Improvement,1
2269,Jacoby,Lyons,28-Apr-20,1-Dec-22,IT Manager - Support,Beverly Ramirez,jacoby.lyons@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,Type three hear court street sport key.,IT/IS,Executive,15-01-1974,MA,Ceo,Male,42997,Hispanic,Divorced,Fully Meets,1
2257,Ingrid,Lucero,29-Apr-21,10-Jun-22,IT Manager - Support,Meredith Martin,ingrid.lucero@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Voluntary,Teach yard style bed relate seat.,IT/IS,General - Eng,22-10-1988,MA,Administrative,Male,77019,White,Married,Fully Meets,2
1221,Kane,Black,11-Nov-22,3-Jul-23,Production Technician I,Leslie Davis,kane.black@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Deep sea improve miss they nearly measure.,Production       ,Yard (Material Handling),9/4/1967,MA,Coordinator,Female,91837,Asian,Single,Fully Meets,3
2247,Alessandra,Novak,10-Sep-18,8-Jun-23,IT Support,William Murray,alessandra.novak@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Three sell often star.,IT/IS,Fielders,10/4/1983,MA,Engineer,Female,70092,Hispanic,Widowed,Fully Meets,2
2428,Emmett,Chandler,4-Jun-21,11-Feb-22,Data Analyst ,Pamela Shelton,emmett.chandler@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Voluntary,Price apply father morning population.,IT/IS,Yard (Material Handling),22-01-1963,MA,Shop,Female,7404,White,Divorced,Fully Meets,4
3571,Marilyn,Linares,7-Jul-22,17-Jul-23,Production Technician I,Dr. Matthew Schmitt,marilyn.linares@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Heavy throughout program.,Production       ,Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4
2952,Bridger,Alvarado,5-Jul-19,,Production Technician II,Michael Powell,bridger.alvarado@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,26-04-1952,MA,Technician,Female,16292,Black,Widowed,Fully Meets,4
1757,Leia,Mccann,9-Jan-20,,Production Technician I,Rebecca Conway,leia.mccann@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,1/2/1985,MA,Director,Female,74346,White,Widowed,Fully Meets,3
2904,Marquis,Atkinson,15-Feb-20,20-Oct-20,Production Technician I,William Livingston,marquis.atkinson@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Feel individual dog in sort product.,Production       ,Project Management - Con,5/10/1946,MA,Technician,Female,84227,Other,Widowed,Exceeds,4
3308,Alyvia,Mitchell,10-Jun-22,,Production Technician I,Mary Kent,alyvia.mitchell@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Sga,22-11-1998,MA,Administrative,Female,70865,Black,Married,Fully Meets,3
3748,Aron,Ali,6-Apr-19,,Production Technician I,Shawn Mckay,aron.ali@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,20-08-1969,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
1688,Elsa,Mckenzie,30-Mar-20,21-Jul-23,Area Sales Manager,James Black,elsa.mckenzie@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Together among marriage center evidence sure.,IT/IS,Shop (Fleet),23-07-1956,OR,Mechanic,Male,34107,Other,Divorced,Fully Meets,3
2841,Darien,Doyle,6-Apr-19,,Production Technician I,David Ball,darien.doyle@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,14-10-1961,MA,Foreman,Male,6774,Hispanic,Married,Fully Meets,5
1696,Joshua,Hall,7-Nov-21,,BI Developer,Margaret Martinez,joshua.hall@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,General - Eng,16-09-1962,MA,Coordinator,Male,74846,Hispanic,Married,Fully Meets,3
2187,Amaris,Kirk,28-Feb-20,,Production Technician II,Erica Wilson,amaris.kirk@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,26-01-1998,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5
3843,Cassidy,Maddox,16-Jul-23,30-Jul-23,Sr. DBA,Melissa Pineda,cassidy.maddox@bilearner.com,EW,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Place field everyone yourself.,IT/IS,Engineers,7/2/1977,MA,Engineer,Female,21480,Asian,Single,Fully Meets,3
3058,Amirah,Cline,11-Feb-19,30-Jul-20,Production Technician I,Shelia Goodwin,amirah.cline@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Loss sense above charge part describe.,Production       ,Yard (Material Handling),19-08-1965,MA,Coordinator,Male,93290,Asian,Divorced,Fully Meets,1
